assessment_id,assessment_title,tool_version,tool_release_date,scenario,submitter_unit_id,L1,submitter_org_id,L2,L3,L4,L5,L6,L7,scenario_id,spec_id,distribution_id,P1,P2,sdo_id,P3,P4,P5,P6,P7,P8,P9,P10,C1,C2,C3,C4,C5,assessment_date,io_spec_type,criterion_camss_id,criterion_sha_id,score_id,score,statement_id,statement
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A1,2d94fbefdcc4c566f135fc475a1c159d175029719782a303705dfb2e4cada6a6,b2688ff4-9a9f-4d5b-8ebd-613c94a43594,1,223d3ca8-e607-4167-b056-5c99aded2acd,"The initial members of the RDA WG have implemented and widely promoted the adoption of the data framework. 
The most relevant evidence of the market acceptance of is the adoption of the Wheat Data Interoperability Guidelines by WheatIS , an International Wheat Information System that provides a single-access web base system to seamlessly access to a wealth of distributed wheat-related data resources. The WheatIS relies on several data nodes which are representatives of the most important players in wheat research. 
Other organisations which implemented the specification are:
• USDA ARS and Cold Spring Harbor Laboratory
• EMBL European Bioinformatics Institute
• Australian Center for Plant Functional Genomics
• The Genome Analysis Center
• Munich Information Center for Protein Sequences (MIPS), Helmholtz Center Munich
• INRIA URGI Adoption of the Wheat Data Interoperability Guidelines
• Rothamsted Research
• James Hutton Institute
• CIMMYT Wheat program
• Creation of a Query interface for phenotyping data
The wide implementation of the specification by these organisations demonstrate that the specification is widely accepted by the very specific market it addresses, the exchange of wheat-related data.
"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A2,17edaee27de1ada5f8ee772a0aff160ecdce7a05ce9db18b9a2025f463d0e3a7,81c6b10c-665a-4539-9338-96ea115aae2a,0,c7ef1125-011d-40b2-97ce-399485d633b3," The recommendation is aiming to achieve seamless interoperability, trust, and ultimately to provide growth and employment opportunities by facilitating data exchange across organisations, disciplines and geographical borders."
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A3,8aee43521f6b3ab69785784831b651574a5496fd5996bb8c61a80e479f633fa0,1f4d0a1f-3aa7-4b44-bb4e-160bf7252abe,1,b665706c-fde4-4eb4-b1d7-3876bcbe249c,"Examples of public institutions or organisations are provided in in the criteria 1. (e.g EMBL European Bioinformatics Institute, and Australian Center for Plant Functional Genomics)"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A4,f6669d041c301e6aadc132bb9de2d1d2f620f9fcb8b5d147c7b08c0393b53d0c,980debf3-e5b5-46fb-b566-7ff29d1a38e9,1,8c04b136-9305-4e88-84b2-e1e6e5912351,"The Wheat Data Interoperability Guidelines Specification covers a specific area of application, wheat-related data exchange; that is actually not covered by any other technical specification being under consideration to become a European standard. This conclusion has been drawn from the examination of all the programming mandates addressed to CEN, CENELEC and ETSI to the date, CEN’s webpage , CENELEC’s webpage , CEN-CENELEC’s webpage ICT section , the EC Information Providers Guide, Directive (EU) 2016/2102 of the European Parliament and of the Council of 26 October 2016 on the accessibility of the websites and mobile applications of public sector bodies , the standards and tools for exchange and processing of actionable information inventory of ENISA  and the ENISA Programming Document 2018-2020 ."
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A5a.,c3d200f09880d91d08826557de1524471d65e2807cbd8bc6c5c2bbed77fe47ea,dd92cbef-ab88-4201-b1ae-4b3384439bfd,0,3df202a5-58ca-4641-9e89-85e0e4bd5c19,"Having checked the documentation included in point 2.2.1, the conclusion has been reached of the “RDA Wheat Data Interoperability Guidelines” specification not being foreseen to be transposed into a European standard within a reasonable time period.
"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A5b.,923825ea86a7939a1cbdcdeb83be96b047beaaeb51b65f1f119e75f841841181,ad84abe3-0bea-43f5-877f-0f3e11114b22,0,f5527fbb-b6c2-4589-bd77-7eaef31394d7,"No overlap has been detected with European standardisation organisations activities at EU level.
This conclusion is based on the work programme of CEN  and ETSI  as published on their respective websites, and on the ENISA Programming Document 2018-2020 .
"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A6,a085272697eadd8638ed45af45c77ae88aed7cadb14f84d957c5c3b2248bd986,bc236de7-8da1-4897-835c-91e9e1a5dd44,1,eadb0286-c81d-41b8-af3f-fa99350394c9,"The Research Data Alliance (RDA) is a non-profit organisation
See: https://www.rd-alliance.org"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A7,4386f49ebcfb474f011867d54ec0e7a7c561f91c288f5809299a05d781432bf0,06865468-600c-4b59-8f21-6af8191bc343,1,8addd83f-5b86-4ccc-a730-e01626feeb2d,"RDA specification and recommendation processes are open from inception. Individual membership to RDA is free and open to all, as long as individuals subscribe to the RDA Guiding Principles (https://rd-alliance.org/about/get-involved.html):
• Openness – Membership is open to all interested individuals who subscribe to the RDA’s Guiding Principles. RDA community meetings and processes are open, and the deliverables of RDA Working Groups will be publicly disseminated.
• Consensus – The RDA moves forward by achieving consensus among its membership. RDA processes and procedures include appropriate mechanisms to resolve conflicts.
• Balance – The RDA seeks to promote balanced representation of its membership and stakeholder communities.
• Harmonization – The RDA works to achieve harmonization across data standards, policies, technologies, infrastructure, and communities.
• Community-driven – The RDA is a public, community-driven body constituted of volunteer members and organizations, supported by the RDA Secretariat.
• Non-profit - RDA does not promote, endorse, or sell commercial products, technologies, or services.

Organisations may join RDA as members for an annual fee. Full details are provided at https://rd-alliance.org/organisation/rda-organisation-affiliate-members/rda-organisational-membership.html

RDA Specifications, upon delivery, are assessed by the RDA Technical Advisory Board (TAB) and feedback / comments are given. All outputs go through an open and transparent Request for Comments process of 1 month on the RDA web platform. Details on the process are available at - https://www.rd-alliance.org/groups/creating-and-managing-rda-groups/working-group-outputs.htm"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A8,2614723a75c6a002b733f97562482608046dd2e6da97e3073312dbbdaf482279,7b0310d8-a26a-470f-8f59-4a8fdcf4f09e,1,3286a309-cf6e-4d78-8b93-bd5b3f083b9b,"Consensus is a foundation upon which the Alliance is built and all processes and procedures, particularly in connection to the focus, work plans, deliverables, milestones and tangible specifications / recommendations are consensus based."
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A9,d310596912dbc916997008f4aed16a81cf5e708cd907e3c53a2e4207468b468b,d30d4c48-17c0-4d31-86eb-26bff2a5c130,1,1e2a6dae-6284-49d1-a742-80bff04c4731,Transparency of the development process is evidenced by a defined and publicly available documentation on the development and maintenance of the specification.
